CD_MAKE_VEH,CD_MODEL_VEH,CD_CLR_BDY_VEH_P,NB_YEAR_MFC_VEH,TOTAL
MERC B,EQA 35,GRY,2024,1
MERC B,EQA250,BLK,2024,8
MERC B,EQA250,BLU,2024,4
MERC B,EQA250,GRY,2024,5
MERC B,EQA250,SIL,2023,1
MERC B,EQA250,SIL,2024,3
MERC B,EQA250,WHI,2024,1
MERC B,EQA350,BLK,2023,1
MERC B,EQB 25,SIL,2024,2
MERC B,EQB250,SIL,2024,2
MERC B,EQB250,WHI,2023,1
MERC B,EQB250,WHI,2024,3
MERC B,EQE 35,BLU,2024,1
MERC B,EQE 35,GRY,2024,1
MERC B,EQE300,BLK,2024,2
MERC B,EQE300,BLU,2024,1
MERC B,EQE300,GRY,2024,1
MERC B,EQE300,WHI,2024,2
MERC B,EQE350,BLK,2024,1
MERC B,EQE350,BLU,2024,1
MERC B,EQE350,GRY,2023,1
MERC B,EQE350,GRY,2024,2
MERC B,EQE350,WHI,2024,1
MERC B,EQE53 ,BLK,2024,1
MERC B,EQE53 ,WHI,2024,1
MERC B,EQS53 ,WHI,2024,1
MERC B,G63   ,BLK,2023,1
MERC B,G63   ,BLK,2024,1
MERC B,G63   ,BRN,2023,1
MERC B,G63   ,WHI,2024,2
MERC B,GLA 20,BLK,2024,4
MERC B,GLA 20,BLU,2024,1
MERC B,GLA 20,GRY,2024,1
MERC B,GLA 20,SIL,2024,2
MERC B,GLA 20,WHI,2024,2
MERC B,GLA 25,BLK,2024,2
MERC B,GLA 25,GRY,2024,1
MERC B,GLA 25,SIL,2024,1
MERC B,GLA 25,WHI,2024,1
MERC B,GLA 45,BLK,2024,1
MERC B,GLA 45,GRY,2023,1
MERC B,GLA 45,SIL,2024,1
MERC B,GLA 45,WHI,2024,1
MERC B,GLA200,BLK,2024,8
MERC B,GLA200,BLU,2023,1
MERC B,GLA200,BLU,2024,4
MERC B,GLA200,GRY,2024,11
MERC B,GLA200,RED,2024,2
MERC B,GLA200,SIL,2024,1
MERC B,GLA200,WHI,2024,19
MERC B,GLA250,BLK,2023,1
MERC B,GLA250,BLK,2024,2
MERC B,GLA250,BLU,2024,2
MERC B,GLA250,GRY,2023,1
MERC B,GLA250,GRY,2024,4
MERC B,GLA250,RED,2024,1
MERC B,GLA250,SIL,2024,4
MERC B,GLA250,WHI,2023,1
MERC B,GLA250,WHI,2024,3
MERC B,GLA35 ,BLK,2024,1
MERC B,GLA35 ,WHI,2024,2
MERC B,GLA45 ,GRY,2023,1
MERC B,GLA45S,RED,2023,1
MERC B,GLB 20,BLK,2024,2
MERC B,GLB 20,BLU,2024,1
MERC B,GLB 20,GRY,2024,2
MERC B,GLB 20,WHI,2024,1
MERC B,GLB 35,GRY,2024,1
MERC B,GLB 35,RED,2024,1
MERC B,GLB200,BLK,2024,6
MERC B,GLB200,GRY,2024,3
MERC B,GLB200,RED,2024,1
MERC B,GLB200,WHI,2024,7
MERC B,GLB250,BLK,2024,3
MERC B,GLB250,GRY,2024,4
MERC B,GLB250,WHI,2024,4
MERC B,GLB35 ,BLK,2023,1
MERC B,GLB35 ,BLK,2024,1
MERC B,GLB35 ,WHI,2023,1
MERC B,GLB35 ,WHI,2024,2
MERC B,GLC 30,BLK,2023,2
MERC B,GLC 30,BLK,2024,7
MERC B,GLC 30,BLU,2024,3
MERC B,GLC 30,GRY,2024,4
MERC B,GLC 30,SIL,2024,1
MERC B,GLC 30,WHI,2024,8
MERC B,GLC 43,BLK,2024,2
MERC B,GLC 43,WHI,2024,4
MERC B,GLC CA,SIL,2024,1
MERC B,GLC300,BEI,2024,1
MERC B,GLC300,BLK,2024,36
MERC B,GLC300,BLU,2024,18
MERC B,GLC300,GRY,2024,17
MERC B,GLC300,RED,2024,2
MERC B,GLC300,SIL,2024,11
MERC B,GLC300,WHI,2023,2
MERC B,GLC300,WHI,2024,33
MERC B,GLC43 ,BLK,2024,8
MERC B,GLC43 ,BLU,2024,1
MERC B,GLC43 ,GRY,2024,8
MERC B,GLC43 ,SIL,2024,2
MERC B,GLC43 ,WHI,2024,2
MERC B,GLC63 ,BLU,2024,1
MERC B,GLC63 ,GRY,2024,4
MERC B,GLC63S,BLK,2024,3
MERC B,GLC63S,BLU,2024,1
MERC B,GLC63S,GRY,2024,1
MERC B,GLC63S,WHI,2024,1
MERC B,GLE 30,BLK,2024,2
MERC B,GLE 30,GRY,2023,1
MERC B,GLE 30,GRY,2024,1
MERC B,GLE 30,SIL,2023,1
MERC B,GLE 30,SIL,2024,1
MERC B,GLE 30,WHI,2024,1
MERC B,GLE 45,BLK,2024,2
MERC B,GLE 45,GRN,2024,1
MERC B,GLE300,BLK,2024,4
MERC B,GLE300,GRN,2024,2
MERC B,GLE300,GRY,2023,1
MERC B,GLE300,SIL,2023,1
MERC B,GLE300,WHI,2024,2
MERC B,GLE400,BLU,2024,1
MERC B,GLE400,SIL,2024,1
MERC B,GLE420,BLK,2024,1
MERC B,GLE450,BLK,2024,2
MERC B,GLE450,BLU,2023,1
MERC B,GLE450,GRN,2024,1
MERC B,GLE450,GRY,2023,2
MERC B,GLE450,GRY,2024,2
MERC B,GLE450,SIL,2024,1
MERC B,GLE450,WHI,2023,4
MERC B,GLE450,WHI,2024,1
MERC B,GLE53 ,BLK,2023,1
MERC B,GLE53 ,BLK,2024,2
MERC B,GLE53 ,WHI,2023,1
MERC B,GLE63 ,GRN,2024,2
MERC B,GLE63 ,GRY,2024,1
MERC B,GLS 45,BLU,2024,1
MERC B,GLS 45,GRN,2024,1
MERC B,GLS450,BLK,2024,2
MERC B,GLS450,GRN,2024,1
MERC B,GLS450,GRY,2024,1
MERC B,GLS450,SIL,2024,1
MERC B,GLS450,WHI,2024,1
MERC B,GLS63 ,GRY,2023,1
MERC B,GLS63 ,WHI,2024,2
MERC B,KEA NA,WHI,2023,1
MERC B,MARCO ,BLK,2024,1
MERC B,MARCO ,GRY,2024,1
MERC B,SPRINT,BEI,2024,1
MERC B,SPRINT,BLK,2024,3
MERC B,SPRINT,GRY,2023,1
MERC B,SPRINT,GRY,2024,4
MERC B,SPRINT,SIL,2024,2
MERC B,SPRINT,WHI,2023,5
MERC B,SPRINT,WHI,2024,37
MERC B,V CLAS,BLK,2024,2
MERC B,V250  ,SIL,2024,1
MERC B,V300  ,BLK,2024,1
MERC B,V300  ,GRY,2024,1
MERC B,V300  ,WHI,2024,1
MERC B,VITO  ,BLK,2024,1
MERC B,VITO  ,GRY,2023,1
MERC B,VITO  ,SIL,2024,1
MERC B,VITO  ,WHI,2023,1
MERC B,VITO  ,WHI,2024,2
MERC B,VITO 1,BLK,2024,2
MERC B,VITO 1,WHI,2023,7
MERC B,VITO 1,WHI,2024,2
MERC B,VITO T,BLK,2024,1
MERC B,VITO T,WHI,2024,1
MERC B,VS20  ,BLK,2023,1
MERC B,VS30  ,WHI,2024,12
MERC B,WINNEB,WHI,2024,2
MERLO ,MF447C,GRN,2024,1
MERLO ,P7210 ,GRN,2024,1
MILLER,NITRO ,RED,2024,1
MINI  ,COOPER,BLK,2024,7
MINI  ,COOPER,BLU,2024,5
MINI  ,COOPER,GRN,2024,8
MINI  ,COOPER,RED,2024,3
MINI  ,COOPER,SIL,2024,2
MINI  ,COOPER,WHI,2024,5
MINI  ,COUNTR,BLK,2024,12
MINI  ,COUNTR,BLU,2024,5
MINI  ,COUNTR,GRN,2024,10
MINI  ,COUNTR,GRY,2024,1
MINI  ,COUNTR,RED,2024,1
MINI  ,COUNTR,SIL,2024,11
MINI  ,COUNTR,WHI,2024,10
MINI  ,JCW   ,BLK,2024,3
MINI  ,JCW   ,GRY,2024,1
MINI  ,JCW   ,RED,2024,1
MITSUB,ASX   ,BLK,2024,7
MITSUB,ASX   ,BLU,2024,18
MITSUB,ASX   ,GRY,2024,29
MITSUB,ASX   ,OGE,2024,6
MITSUB,ASX   ,RED,2024,15
MITSUB,ASX   ,SIL,2024,27
MITSUB,ASX   ,WHI,2023,2
MITSUB,ASX   ,WHI,2024,93
MITSUB,ASX ES,BLU,2024,3
MITSUB,ASX ES,GRY,2024,2
MITSUB,ASX ES,RED,2024,1
MITSUB,ASX ES,SIL,2024,2
MITSUB,ASX ES,WHI,2024,7
MITSUB,ASX EX,GRY,2024,1
MITSUB,ASX GS,BLK,2024,2
MITSUB,ASX GS,GRY,2024,2
MITSUB,ASX GS,WHI,2024,2
MITSUB,ASX LS,BLK,2024,1
MITSUB,ASX LS,RED,2024,1
MITSUB,ASX LS,WHI,2024,2
MITSUB,ASX MR,BLU,2024,2
MITSUB,ASX MR,OGE,2024,1
MITSUB,ASX MR,RED,2024,1
MITSUB,ASX MR,WHI,2024,2
MITSUB,CANTER,WHI,2023,1
MITSUB,ECLIPS,BLK,2023,2
MITSUB,ECLIPS,BLK,2024,17
MITSUB,ECLIPS,BLU,2024,15
MITSUB,ECLIPS,GRY,2024,46
MITSUB,ECLIPS,RED,2024,21
MITSUB,ECLIPS,SIL,2023,1
MITSUB,ECLIPS,SIL,2024,14
MITSUB,ECLIPS,WHI,2023,3
MITSUB,ECLIPS,WHI,2024,77
MITSUB,FEB21E,WHI,2024,1
MITSUB,FECX1H,WHI,2024,1
MITSUB,KONA  ,GRN,2024,1
MITSUB,MR TRI,WHI,2023,1
MITSUB,MV TRI,WHI,2024,4
MITSUB,OUT   ,WHI,2024,2
MITSUB,OUTLAN,BLK,2023,4
MITSUB,OUTLAN,BLK,2024,88
MITSUB,OUTLAN,BLU,2024,48
MITSUB,OUTLAN,GRY,2023,2
MITSUB,OUTLAN,GRY,2024,156
MITSUB,OUTLAN,RED,2023,4
MITSUB,OUTLAN,RED,2024,39
MITSUB,OUTLAN,SIL,2023,2
MITSUB,OUTLAN,SIL,2024,54
MITSUB,OUTLAN,WHI,2023,7
MITSUB,OUTLAN,WHI,2024,289
MITSUB,PAJERO,BLK,2023,2
MITSUB,PAJERO,BLK,2024,11
MITSUB,PAJERO,BLU,2023,1
MITSUB,PAJERO,BLU,2024,6
MITSUB,PAJERO,GRY,2023,2
MITSUB,PAJERO,GRY,2024,25
MITSUB,PAJERO,MRN,2023,1
MITSUB,PAJERO,MRN,2024,3
MITSUB,PAJERO,RED,2024,9
MITSUB,PAJERO,SIL,2023,1
MITSUB,PAJERO,SIL,2024,5
MITSUB,PAJERO,WHI,2023,5
MITSUB,PAJERO,WHI,2024,71
MITSUB,QF PAJ,BLK,2024,1
MITSUB,QF PAJ,RED,2024,1
MITSUB,QF PAJ,SIL,2024,1
MITSUB,TRITON,BLK,2023,4
MITSUB,TRITON,BLK,2024,25
MITSUB,TRITON,BLU,2023,2
MITSUB,TRITON,BLU,2024,11
MITSUB,TRITON,GRY,2023,2
MITSUB,TRITON,GRY,2024,49
MITSUB,TRITON,OGE,2024,15
MITSUB,TRITON,RED,2024,1
MITSUB,TRITON,SIL,2023,3
MITSUB,TRITON,SIL,2024,23
MITSUB,TRITON,WHI,2023,44
MITSUB,TRITON,WHI,2024,204
MITSUB,UG BR7,WHI,2023,1
MITSUB,YB ECL,BLK,2024,1
MITSUB,ZM OUT,SIL,2024,1
MITSUB,ZM OUT,WHI,2024,2
MOFFET,M5    ,RED,2023,1
MULTIH,CV350 ,WHI,2024,1
N HOLL,BOOMER,BLU,2023,2
N HOLL,CR9.90,YLW,2023,2
N HOLL,T5105 ,BLU,2024,1
N HOLL,T595 D,BLU,2023,1
N HOLL,T6050 ,BLU,2023,1
N HOLL,TT455 ,BLU,2023,1
N HOLL,TT475 ,BLU,2023,1
NISSAN,JUKE  ,BLK,2023,7
NISSAN,JUKE  ,BLK,2024,6
NISSAN,JUKE  ,BLU,2023,6
NISSAN,JUKE  ,BLU,2024,2
NISSAN,JUKE  ,BRN,2024,1
NISSAN,JUKE  ,GRY,2023,5
NISSAN,JUKE  ,GRY,2024,7
NISSAN,JUKE  ,RED,2023,3
NISSAN,JUKE  ,RED,2024,2
NISSAN,JUKE  ,SIL,2023,4
NISSAN,JUKE  ,SIL,2024,1
NISSAN,JUKE  ,WHI,2023,10
NISSAN,JUKE  ,WHI,2024,6
NISSAN,JUKEST,WHI,2023,1
NISSAN,LEAF  ,BLU,2023,1
NISSAN,LEAF  ,SIL,2023,2
NISSAN,LEAF  ,SIL,2024,2
NISSAN,LEAF  ,WHI,2023,12
NISSAN,LEAF  ,WHI,2024,5
NISSAN,NAVARA,BLK,2023,8
NISSAN,NAVARA,BLK,2024,36
NISSAN,NAVARA,BLU,2023,1
NISSAN,NAVARA,GRY,2023,14
NISSAN,NAVARA,GRY,2024,58
NISSAN,NAVARA,RED,2023,2
NISSAN,NAVARA,RED,2024,3
NISSAN,NAVARA,SIL,2023,15
NISSAN,NAVARA,SIL,2024,9
NISSAN,NAVARA,WHI,2023,56
NISSAN,NAVARA,WHI,2024,80
NISSAN,PATHFI,BLK,2023,1
NISSAN,PATHFI,BLK,2024,1
NISSAN,PATHFI,BLU,2023,1
NISSAN,PATHFI,BLU,2024,1
NISSAN,PATHFI,GRY,2023,3
NISSAN,PATHFI,GRY,2024,5
NISSAN,PATHFI,RED,2023,3
NISSAN,PATHFI,RED,2024,2
NISSAN,PATHFI,SIL,2023,2
NISSAN,PATHFI,SIL,2024,2
NISSAN,PATHFI,WHI,2023,2
NISSAN,PATHFI,WHI,2024,5
NISSAN,PATROL,BLK,2023,2
NISSAN,PATROL,BLK,2024,40
NISSAN,PATROL,BLU,2024,4
NISSAN,PATROL,GRY,2023,2
NISSAN,PATROL,GRY,2024,48
NISSAN,PATROL,SIL,2024,24
NISSAN,PATROL,WHI,2024,58
NISSAN,QASHQA,BLK,2023,6
NISSAN,QASHQA,BLK,2024,32
NISSAN,QASHQA,BLU,2023,12
NISSAN,QASHQA,BLU,2024,40
NISSAN,QASHQA,GRY,2023,6
NISSAN,QASHQA,GRY,2024,55
NISSAN,QASHQA,MRN,2023,2
NISSAN,QASHQA,MRN,2024,7
NISSAN,QASHQA,RED,2023,6
NISSAN,QASHQA,RED,2024,17
NISSAN,QASHQA,SIL,2023,3
NISSAN,QASHQA,SIL,2024,9
NISSAN,QASHQA,WHI,2023,4
NISSAN,QASHQA,WHI,2024,61
NISSAN,WARRIO,BLK,2024,1
NISSAN,WARRIO,GRY,2024,2
NISSAN,WARRIO,WHI,2024,2
NISSAN,X TRAI,BLK,2024,4
NISSAN,X TRAI,BLU,2024,5
NISSAN,X TRAI,GLD,2024,2
NISSAN,X TRAI,GRY,2024,23
NISSAN,X TRAI,RED,2024,9
NISSAN,X TRAI,SIL,2024,14
NISSAN,X TRAI,WHI,2024,16
NISSAN,XTRAIL,BLK,2023,3
NISSAN,XTRAIL,BLK,2024,33
NISSAN,XTRAIL,BLU,2023,7
NISSAN,XTRAIL,BLU,2024,40
NISSAN,XTRAIL,GLD,2023,2
NISSAN,XTRAIL,GLD,2024,17
NISSAN,XTRAIL,GRY,2023,11
NISSAN,XTRAIL,GRY,2024,101
NISSAN,XTRAIL,MRN,2024,1
NISSAN,XTRAIL,OGE,2023,2
NISSAN,XTRAIL,RED,2023,4
NISSAN,XTRAIL,RED,2024,33
NISSAN,XTRAIL,SIL,2023,7
NISSAN,XTRAIL,SIL,2024,86
NISSAN,XTRAIL,WHI,2023,8
NISSAN,XTRAIL,WHI,2024,105
NISSAN,Z     ,BLU,2024,1
NISSAN,Z     ,GRY,2024,1
NISSAN,Z     ,SIL,2024,1
NISSAN,Z     ,YLW,2024,2
NISSAN,Z COUP,GRY,2024,1
PEUG  ,2008  ,BLK,2023,1
PEUG  ,2008  ,BLU,2023,1
PEUG  ,2008  ,GRY,2023,3
PEUG  ,3008  ,BLK,2023,1
PEUG  ,3008  ,BLK,2024,2
PEUG  ,3008  ,BLU,2023,1
PEUG  ,3008  ,BLU,2024,3
PEUG  ,3008  ,GRY,2023,4
PEUG  ,3008  ,GRY,2024,3
PEUG  ,3008  ,RED,2023,10
PEUG  ,3008  ,WHI,2023,2
PEUG  ,3008  ,WHI,2024,1
PEUG  ,3008 G,BLK,2023,1
PEUG  ,3008 G,BLK,2024,1
PEUG  ,3008 G,BLU,2023,1
PEUG  ,3008 G,GRY,2023,1
PEUG  ,3008 G,GRY,2024,2
PEUG  ,3008 G,RED,2023,1
PEUG  ,3008 G,WHI,2023,1
PEUG  ,308   ,BLK,2023,3
PEUG  ,308   ,GRY,2023,1
PEUG  ,508   ,GRY,2023,1
PEUG  ,508   ,RED,2023,1
PEUG  ,BOXER ,WHI,2023,2
PEUG  ,BOXER ,WHI,2024,1
PEUG  ,E 2008,RED,2023,1
PEUG  ,E 2008,WHI,2023,2
PEUG  ,E PART,WHI,2023,1
PEUG  ,E2008 ,BLK,2023,1
PEUG  ,E2008 ,GRY,2023,1
PEUG  ,E2008 ,OGE,2023,1
PEUG  ,E2008 ,RED,2023,3
PEUG  ,E2008 ,WHI,2023,3
PEUG  ,EPARTN,BLK,2023,1
PEUG  ,EPARTN,GRY,2024,1
PEUG  ,EPARTN,WHI,2023,2
PEUG  ,EPARTN,WHI,2024,1
PEUG  ,EXPERT,GRY,2023,4
PEUG  ,EXPERT,GRY,2024,1
PEUG  ,EXPERT,WHI,2023,5
PEUG  ,EXPERT,WHI,2024,11
PEUG  ,PARTNE,BLK,2023,1
PEUG  ,PARTNE,GRY,2023,2
PEUG  ,PARTNE,GRY,2024,1
PEUG  ,PARTNE,WHI,2023,4
PEUG  ,PARTNE,WHI,2024,2
PIAGGI,BEVERL,BLK,2023,1
PISTA ,PISTA ,BLK,2023,3
POLARI,570   ,BRZ,2024,1
POLARI,570HD ,BRN,2023,1
POLARI,KINETC,WHI,2024,1
POLARI,RANGER,BLU,2023,1
POLARI,RANGER,BLU,2024,1
POLARI,RANGER,BRN,2023,1
POLARI,RANGER,BRZ,2023,1
POLARI,RANGER,GRN,2024,1
POLARI,RANGER,KHA,2024,1
POLARI,XP1000,BLK,2024,1
POLARI,XP1000,GRY,2024,1
POLEST,1     ,BLK,2024,1
POLEST,2     ,BLK,2023,1
POLEST,2     ,BLU,2023,6
POLEST,2     ,BLU,2024,2
POLEST,2     ,GLD,2023,1
POLEST,2     ,GLD,2024,1
POLEST,2     ,GRY,2023,6
POLEST,2     ,GRY,2024,1
POLEST,2     ,SIL,2023,13
POLEST,2     ,SIL,2024,6
POLEST,2     ,WHI,2023,8
POLEST,2     ,WHI,2024,3
PORSCH,718   ,SIL,2024,1
PORSCH,718 BO,BLU,2024,1
PORSCH,718 BO,GRY,2024,2
PORSCH,718 BO,RED,2024,2
PORSCH,718 BO,WHI,2024,1
PORSCH,718 CA,BLK,2024,1
PORSCH,718 CA,BLU,2024,3
PORSCH,718 CA,GRY,2023,1
PORSCH,718 CA,RED,2024,1
PORSCH,718 CA,SIL,2024,2
PORSCH,718 CA,WHI,2024,1
PORSCH,718 SP,GRY,2024,2
PORSCH,718 SP,SIL,2024,1
PORSCH,911 CA,BLU,2024,1
PORSCH,911 CA,GRN,2024,1
PORSCH,911 CA,GRY,2024,2
PORSCH,911 CA,SIL,2024,3
PORSCH,911 GT,BLK,2024,3
PORSCH,911 GT,BLU,2024,1
PORSCH,911 GT,BRZ,2024,1
PORSCH,911 GT,GRY,2024,3
PORSCH,911 GT,WHI,2024,1
PORSCH,911 ST,BLK,2024,1
PORSCH,911 TA,GRY,2024,1
PORSCH,911 TU,BLK,2024,2
PORSCH,911 TU,RED,2024,1
PORSCH,BOXSTE,GRY,2024,1
PORSCH,BOXTER,WHI,2024,1
PORSCH,CAYENN,BLK,2023,1
PORSCH,CAYENN,BLK,2024,15
PORSCH,CAYENN,BLU,2023,1
PORSCH,CAYENN,BLU,2024,3
PORSCH,CAYENN,GRY,2024,16
PORSCH,CAYENN,RED,2024,1
PORSCH,CAYENN,WHI,2023,2
PORSCH,CAYENN,WHI,2024,13
PORSCH,CAYMAN,BLK,2024,2
PORSCH,CAYMAN,GRY,2024,2
PORSCH,CAYMAN,WHI,2024,2
PORSCH,MACAN ,BLK,2024,20
PORSCH,MACAN ,BLU,2024,7
PORSCH,MACAN ,GRY,2024,17
PORSCH,MACAN ,MRN,2024,3
PORSCH,MACAN ,RED,2024,5
PORSCH,MACAN ,SIL,2024,5
PORSCH,MACAN ,WHI,2024,26
PORSCH,PANAME,GRN,2024,1
PORSCH,PANAME,WHI,2023,1
PORSCH,TAYCAN,BLK,2023,1
PORSCH,TAYCAN,BLU,2024,2
R ENF ,450 HI,BLK,2024,1
R ENF ,BUL350,BLK,2024,1
R ENF ,CLA350,BLK,2024,1
R ENF ,CLA350,SIL,2024,1
R ENF ,CNEX  ,BLU,2024,2
R ENF ,HIM450,BLK,2023,1
R ENF ,HIM450,BLK,2024,6
R ENF ,HIM450,GRY,2024,1
R ENF ,HIM450,SIL,2023,1
R ENF ,HIM450,WHI,2024,3
R ENF ,HIMALA,WHI,2024,1
R ENF ,HUNTER,SIL,2023,1
R ENF ,HUNTER,WHI,2023,1
R ENF ,INT650,BLU,2024,1
R ENF ,SGN650,GRN,2024,3
R ENF ,SGN650,GRY,2024,1
R ENF ,SHOTGU,GRY,2024,1
R ENF ,SHOTGU,WHI,2024,1
R ENF ,SM650 ,BLK,2024,1
R ENF ,SM650 ,GRN,2024,1
R ENF ,SMT650,BLK,2024,1
R ENF ,SMT650,GRN,2024,2
R ENF ,SUPER ,GRN,2024,1
R ROV ,AUTOBI,GRN,2024,2
R ROV ,EVOQUE,GRY,2024,1
R ROV ,EVOQUE,WHI,2024,1
R ROV ,RANGE ,BLK,2024,1
R ROV ,RANGE ,GRY,2024,1
R ROV ,SPORT ,BLK,2024,3
R ROV ,SPORT ,GRY,2024,1
R ROV ,SPORT ,WHI,2024,1
R ROV ,VELAR ,GRY,2024,1
R ROV ,VELAR ,WHI,2023,1
RAM   ,1500  ,BLK,2023,1
RAM   ,1500  ,BLK,2024,4
RAM   ,1500  ,GRY,2024,2
RAM   ,1500  ,RED,2023,2
RAM   ,1500  ,SIL,2023,1
RAM   ,1500  ,SIL,2024,2
RAM   ,1500  ,WHI,2024,3
RAM   ,1500 B,GRY,2024,2
RAM   ,1500 B,RED,2024,1
RAM   ,1500 B,WHI,2024,1
RAM   ,1500 E,BLK,2023,1
RAM   ,1500 E,RED,2023,1
RAM   ,1500 L,BLK,2023,1
RAM   ,1500 L,BLK,2024,15
RAM   ,1500 L,BLU,2023,1
RAM   ,1500 L,BLU,2024,3
RAM   ,1500 L,GRY,2024,5
RAM   ,1500 L,RED,2024,2
RAM   ,1500 L,SIL,2023,1
RAM   ,1500 L,SIL,2024,6
RAM   ,1500 L,WHI,2023,2
RAM   ,1500 L,WHI,2024,5
RAM   ,1500 T,BLK,2024,1
RAM   ,1500 T,BLU,2024,2
RAM   ,1500 T,BRZ,2024,1
RAM   ,1500 T,GRY,2023,1
RAM   ,1500 T,GRY,2024,2
RAM   ,2500  ,GRY,2023,1
RAM   ,2500  ,WHI,2023,1
RAM   ,2500 L,BLK,2023,1
RAM   ,2500 L,GRY,2024,1
RAM   ,2500 L,SIL,2024,1
REN   ,ARKANA,BLK,2023,1
REN   ,ARKANA,BLK,2024,1
REN   ,ARKANA,BLU,2024,1
REN   ,ARKANA,RED,2023,2
REN   ,ARKANA,RED,2024,1
REN   ,ARKANA,WHI,2024,4
REN   ,CAPTUR,BLK,2023,1
REN   ,CAPTUR,BLU,2024,1
REN   ,CAPTUR,WHI,2024,2
REN   ,CONQUE,WHI,2024,4
REN   ,FRAFIC,WHI,2023,1
REN   ,HORSEB,WHI,2024,1
REN   ,JRV   ,BLU,2024,1
REN   ,JRV   ,GRY,2024,1
REN   ,JRV   ,WHI,2024,3
REN   ,KANGOO,WHI,2023,1
REN   ,KANGOO,WHI,2024,1
REN   ,KOLEOS,BLK,2023,8
REN   ,KOLEOS,BLK,2024,5
REN   ,KOLEOS,GRY,2023,3
REN   ,KOLEOS,GRY,2024,7
REN   ,KOLEOS,RED,2023,1
REN   ,KOLEOS,RED,2024,4
REN   ,KOLEOS,WHI,2023,1
REN   ,KOLEOS,WHI,2024,13
REN   ,KOLOES,WHI,2024,1
REN   ,MASTER,BLK,2023,1
REN   ,MASTER,BLK,2024,4
REN   ,MASTER,BLU,2024,1
REN   ,MASTER,GRY,2024,5
REN   ,MASTER,OGE,2024,1
REN   ,MASTER,SIL,2023,1
REN   ,MASTER,WHI,2023,4
REN   ,MASTER,WHI,2024,45
REN   ,MEGANE,BLK,2024,2
REN   ,MEGANE,BLU,2024,1
REN   ,MEGANE,GRY,2024,1
REN   ,MEGANE,RED,2024,1
REN   ,MEGANE,WHI,2024,3
REN   ,RM 19 ,WHI,2024,20
REN   ,TIGUAN,SIL,2024,1
REN   ,TRAFF ,WHI,2024,1
REN   ,TRAFFI,GRY,2024,1
REN   ,TRAFIC,BLK,2023,1
REN   ,TRAFIC,BLK,2024,3
REN   ,TRAFIC,GRY,2023,1
REN   ,TRAFIC,GRY,2024,12
REN   ,TRAFIC,RED,2023,1
REN   ,TRAFIC,WHI,2023,10
REN   ,TRAFIC,WHI,2024,44
REN   ,X62IIP,WHI,2023,1
ROLLS ,CULLIN,BLK,2024,1
ROLLS ,CULLIN,WHI,2024,1
ROLLS ,SPECTR,BLK,2024,1
ROYAL ,G180  ,WHI,2024,1
ROYAL ,HIMALY,BLK,2024,1
SAKAI ,GW753 ,YLW,2023,1
SCANIA,G 420 ,WHI,2024,3
SCANIA,G 450 ,WHI,2024,2
SCANIA,G 540 ,WHI,2024,1
SCANIA,G 560 ,WHI,2023,1
SCANIA,G 560 ,WHI,2024,12
SCANIA,G500  ,WHI,2024,1
SCANIA,K 310 ,WHI,2024,1
SCANIA,K 320C,WHI,2024,2
SCANIA,K 320H,WHI,2024,10
SCANIA,K320C ,WHI,2023,1
SCANIA,K320C ,WHI,2024,1
SCANIA,P 360 ,WHI,2024,1
SCANIA,P360  ,WHI,2024,1
SCANIA,R 540 ,WHI,2023,1
SCANIA,R 560 ,WHI,2024,1
SCANIA,R 590 ,WHI,2024,1
SCANIA,R 620 ,WHI,2024,4
SCANIA,R 770 ,WHI,2024,1
SEA   ,SD120 ,WHI,2023,1
SEGWAY,SNARLE,BLU,2023,1
SEGWAY,SNARLE,GRY,2023,1
SHERCO,3002ST,BLU,2024,1
SHERCO,S6    ,BLU,2024,1
SHERCO,SE125R,GRY,2023,1
SHERCO,SEF300,BLU,2023,1
SINO  ,T5G   ,WHI,2023,1
SINO  ,T5G   ,WHI,2024,1
SINO  ,T5G8X4,YLW,2024,1
SINO  ,ZZ3256,WHI,2024,2
SKIDOO,900ACE,BLK,2023,2
SKIDOO,EXPEDI,BLK,2024,2
SKODA ,FABIA ,BLK,2024,2
SKODA ,FABIA ,BLU,2024,2
SKODA ,FABIA ,GRY,2024,1
SKODA ,FABIA ,RED,2024,1
SKODA ,FABIA ,WHI,2024,1
SKODA ,KAMIQ ,BLK,2024,1
SKODA ,KAMIQ ,BLU,2024,2
SKODA ,KAMIQ ,GRY,2024,9
SKODA ,KAMIQ ,OGE,2023,1
SKODA ,KAMIQ ,SIL,2024,3
SKODA ,KAMIQ ,WHI,2023,2
SKODA ,KAMIQ ,WHI,2024,8
SKODA ,KAROK ,WHI,2024,1
SKODA ,KAROQ ,BLK,2024,1
SKODA ,KAROQ ,BLU,2024,1
SKODA ,KAROQ ,GRY,2024,15
SKODA ,KAROQ ,OGE,2024,1
SKODA ,KAROQ ,RED,2024,1
SKODA ,KAROQ ,SIL,2024,1
SKODA ,KAROQ ,WHI,2023,2
SKODA ,KAROQ ,WHI,2024,7
SKODA ,KODIAQ,BLK,2023,2
SKODA ,KODIAQ,BLK,2024,8
SKODA ,KODIAQ,BLU,2023,1
SKODA ,KODIAQ,BLU,2024,6
SKODA ,KODIAQ,GRY,2023,3
SKODA ,KODIAQ,GRY,2024,13
SKODA ,KODIAQ,RED,2024,1
